Ctes,Segmento,Tipo,Mes,Anio,Edad
3,CitiGold 2,Credito,Dec,2016,35 a 45
3,CitiGold 2,Credito,Dec,2016,35 a 45
6,CitiGold 2,Credito,Dec,2016,35 a 45
1,CitiGold 2,Credito,Dec,2016,35 a 45
7,CitiGold 2,Credito,Dec,2016,35 a 45
5,CitiGold 2,Credito,Dec,2016,35 a 45
2,CitiGold 2,Credito,Dec,2016,35 a 45
9,CitiGold 2,Credito,Dec,2016,45 a 55
3,CitiGold 2,Credito,Dec,2016,45 a 55
2,CitiGold 2,Credito,Dec,2016,45 a 55
7,CitiGold 2,Credito,Dec,2016,45 a 55
10,CitiGold 2,Credito,Dec,2016,45 a 55
2,CitiGold 2,Credito,Dec,2016,45 a 55
5,CitiGold 2,Credito,Dec,2016,45 a 55
8,CitiGold 2,Credito,Dec,2016,45 a 55
2,CitiGold 2,Credito,Dec,2016,45 a 55
11,CitiGold 2,Credito,Dec,2016,45 a 55
9,CitiGold 2,Credito,Dec,2016,55 a 65
7,CitiGold 2,Credito,Dec,2016,55 a 65
7,CitiGold 2,Credito,Dec,2016,55 a 65
9,CitiGold 2,Credito,Dec,2016,55 a 65
6,CitiGold 2,Credito,Dec,2016,55 a 65
4,CitiGold 2,Credito,Dec,2016,55 a 65
9,CitiGold 2,Credito,Dec,2016,55 a 65
5,CitiGold 2,Credito,Dec,2016,55 a 65
9,CitiGold 2,Credito,Dec,2016,55 a 65
5,CitiGold 2,Credito,Dec,2016,55 a 65
2,CitiGold 2,Credito,Dec,2016,65 +
7,CitiGold 2,Credito,Dec,2016,65 +
4,CitiGold 2,Credito,Dec,2016,65 +
2,CitiGold 2,Credito,Dec,2016,65 +
5,CitiGold 2,Credito,Dec,2016,65 +
2,CitiGold 2,Credito,Dec,2016,65 +
3,CitiGold 2,Credito,Dec,2016,65 +
3,CitiGold 2,Credito,Dec,2016,65 +
3,CitiGold 2,Credito,Dec,2016,65 +
3,CitiGold 2,Credito,Dec,2016,65 +
1,CitiGold 2,Credito,Dec,2016,65 +
6,CitiGold 2,Credito,Dec,2016,65 +
3,CitiGold 2,Credito,Dec,2016,65 +
2,CitiGold 2,Credito,Dec,2016,65 +
4,CitiGold 2,Credito,Dec,2016,65 +
6,CitiGold 2,Credito,Dec,2016,65 +
1,CitiGold 2,Credito,Dec,2016,65 +
1,CitiGold 2,Credito,Dec,2016,65 +
1,CitiGold 2,Credito,Dec,2016,65 +
3,CitiGold 2,Debito,Jan,2016,Sin Info
1,CitiGold 2,Debito,Jan,2016,18 a 25
1,CitiGold 2,Debito,Jan,2016,25 a 30
1,CitiGold 2,Debito,Jan,2016,25 a 30
1,CitiGold 2,Debito,Jan,2016,25 a 30
2,CitiGold 2,Debito,Jan,2016,25 a 30
1,CitiGold 2,Debito,Jan,2016,35 a 45
1,CitiGold 2,Debito,Jan,2016,35 a 45
1,CitiGold 2,Debito,Jan,2016,35 a 45
1,CitiGold 2,Debito,Jan,2016,45 a 55
1,CitiGold 2,Debito,Jan,2016,45 a 55
2,CitiGold 2,Debito,Jan,2016,45 a 55
2,CitiGold 2,Debito,Jan,2016,45 a 55
1,CitiGold 2,Debito,Jan,2016,45 a 55
1,CitiGold 2,Debito,Jan,2016,45 a 55
1,CitiGold 2,Debito,Jan,2016,45 a 55
1,CitiGold 2,Debito,Jan,2016,45 a 55
2,CitiGold 2,Debito,Jan,2016,45 a 55
1,CitiGold 2,Debito,Jan,2016,55 a 65
1,CitiGold 2,Debito,Jan,2016,55 a 65
2,CitiGold 2,Debito,Jan,2016,55 a 65
1,CitiGold 2,Debito,Jan,2016,65 +
1,CitiGold 2,Debito,Jan,2016,65 +
2,CitiGold 2,Debito,Jan,2016,65 +
1,CitiGold 2,Debito,Jan,2016,65 +
1,CitiGold 2,Debito,Jan,2016,65 +
1,CitiGold 2,Debito,Jan,2016,65 +
1,CitiGold 2,Debito,Jan,2016,65 +
1,CitiGold 2,Debito,Jan,2016,65 +
1,CitiGold 2,Debito,Jan,2016,65 +
1,CitiGold 2,Debito,Jan,2017,18 a 25
1,CitiGold 2,Debito,Jan,2017,25 a 30
1,CitiGold 2,Debito,Jan,2017,25 a 30
1,CitiGold 2,Debito,Jan,2017,25 a 30
1,CitiGold 2,Debito,Jan,2017,25 a 30
1,CitiGold 2,Debito,Jan,2017,25 a 30
1,CitiGold 2,Debito,Jan,2017,35 a 45
1,CitiGold 2,Debito,Jan,2017,35 a 45
2,CitiGold 2,Debito,Jan,2017,35 a 45
1,CitiGold 2,Debito,Jan,2017,35 a 45
1,CitiGold 2,Debito,Jan,2017,45 a 55
2,CitiGold 2,Debito,Jan,2017,45 a 55
1,CitiGold 2,Debito,Jan,2017,45 a 55
1,CitiGold 2,Debito,Jan,2017,45 a 55
1,CitiGold 2,Debito,Jan,2017,55 a 65
1,CitiGold 2,Debito,Jan,2017,55 a 65
1,CitiGold 2,Debito,Jan,2017,55 a 65
1,CitiGold 2,Debito,Jan,2017,55 a 65
1,CitiGold 2,Debito,Jan,2017,55 a 65
1,CitiGold 2,Debito,Jan,2017,55 a 65
1,CitiGold 2,Debito,Jan,2017,55 a 65
1,CitiGold 2,Debito,Jan,2017,55 a 65
3,CitiGold 2,Debito,Jan,2017,65 +
2,CitiGold 2,Debito,Jan,2017,65 +
1,CitiGold 2,Debito,Jan,2017,65 +
1,CitiGold 2,Debito,Jan,2017,65 +
2,CitiGold 2,Debito,Jan,2017,65 +
1,CitiGold 2,Debito,Jan,2017,65 +
2,CitiGold 2,Debito,Jan,2017,65 +
1,CitiGold 2,Debito,Jan,2017,65 +
1,CitiGold 2,Debito,Jan,2017,65 +
1,CitiGold 2,Debito,Jan,2017,65 +
2,CitiGold 2,Debito,Jan,2017,65 +
2,CitiGold 2,Debito,Jan,2017,65 +
3,CitiGold 2,Debito,Feb,2016,Sin Info
1,CitiGold 2,Debito,Feb,2016,18 a 25
1,CitiGold 2,Debito,Feb,2016,25 a 30
1,CitiGold 2,Debito,Feb,2016,25 a 30
1,CitiGold 2,Debito,Feb,2016,25 a 30
1,CitiGold 2,Debito,Feb,2016,25 a 30
1,CitiGold 2,Debito,Feb,2016,25 a 30
1,CitiGold 2,Debito,Feb,2016,25 a 30
1,CitiGold 2,Debito,Feb,2016,35 a 45
1,CitiGold 2,Debito,Feb,2016,35 a 45
1,CitiGold 2,Debito,Feb,2016,35 a 45
3,CitiGold 2,Debito,Feb,2016,35 a 45
1,CitiGold 2,Debito,Feb,2016,35 a 45
1,CitiGold 2,Debito,Feb,2016,45 a 55
1,CitiGold 2,Debito,Feb,2016,45 a 55
2,CitiGold 2,Debito,Feb,2016,45 a 55
2,CitiGold 2,Debito,Feb,2016,45 a 55
2,CitiGold 2,Debito,Feb,2016,45 a 55
2,CitiGold 2,Debito,Feb,2016,45 a 55
1,CitiGold 2,Debito,Feb,2016,45 a 55
3,CitiGold 2,Debito,Feb,2016,45 a 55
1,CitiGold 2,Debito,Feb,2016,55 a 65
4,CitiGold 2,Debito,Feb,2016,55 a 65
3,CitiGold 2,Debito,Feb,2016,55 a 65
3,CitiGold 2,Debito,Feb,2016,55 a 65
5,CitiGold 2,Debito,Feb,2016,55 a 65
1,CitiGold 2,Debito,Feb,2016,55 a 65
1,CitiGold 2,Debito,Feb,2016,55 a 65
1,CitiGold 2,Debito,Feb,2016,65 +
3,CitiGold 2,Debito,Feb,2016,65 +
1,CitiGold 2,Debito,Feb,2016,65 +
1,CitiGold 2,Debito,Feb,2016,65 +
5,CitiGold 2,Debito,Feb,2016,65 +
1,CitiGold 2,Debito,Feb,2016,65 +
1,CitiGold 2,Debito,Feb,2016,65 +
1,CitiGold 2,Debito,Feb,2016,65 +
1,CitiGold 2,Debito,Feb,2016,65 +
1,CitiGold 2,Debito,Feb,2016,65 +
1,CitiGold 2,Debito,Feb,2016,65 +
1,CitiGold 2,Debito,Feb,2017,18 a 25
1,CitiGold 2,Debito,Feb,2017,25 a 30
1,CitiGold 2,Debito,Feb,2017,25 a 30
1,CitiGold 2,Debito,Feb,2017,35 a 45
1,CitiGold 2,Debito,Feb,2017,35 a 45
1,CitiGold 2,Debito,Feb,2017,45 a 55
3,CitiGold 2,Debito,Feb,2017,45 a 55
1,CitiGold 2,Debito,Feb,2017,45 a 55
1,CitiGold 2,Debito,Feb,2017,55 a 65
1,CitiGold 2,Debito,Feb,2017,55 a 65
1,CitiGold 2,Debito,Feb,2017,55 a 65
1,CitiGold 2,Debito,Feb,2017,55 a 65
1,CitiGold 2,Debito,Feb,2017,55 a 65
2,CitiGold 2,Debito,Feb,2017,65 +
1,CitiGold 2,Debito,Feb,2017,65 +
1,CitiGold 2,Debito,Feb,2017,65 +
1,CitiGold 2,Debito,Feb,2017,65 +
1,CitiGold 2,Debito,Feb,2017,65 +
1,CitiGold 2,Debito,Feb,2017,65 +
2,CitiGold 2,Debito,Feb,2017,65 +
1,CitiGold 2,Debito,Feb,2017,65 +
1,CitiGold 2,Debito,Feb,2017,65 +
1,CitiGold 2,Debito,Feb,2017,65 +
1,CitiGold 2,Debito,Feb,2017,65 +
3,CitiGold 2,Debito,Mar,2016,Sin Info
1,CitiGold 2,Debito,Mar,2016,18 a 25
1,CitiGold 2,Debito,Mar,2016,18 a 25
1,CitiGold 2,Debito,Mar,2016,18 a 25
1,CitiGold 2,Debito,Mar,2016,25 a 30
1,CitiGold 2,Debito,Mar,2016,25 a 30
2,CitiGold 2,Debito,Mar,2016,25 a 30
1,CitiGold 2,Debito,Mar,2016,25 a 30
1,CitiGold 2,Debito,Mar,2016,25 a 30
2,CitiGold 2,Debito,Mar,2016,25 a 30
1,CitiGold 2,Debito,Mar,2016,35 a 45
1,CitiGold 2,Debito,Mar,2016,35 a 45
1,CitiGold 2,Debito,Mar,2016,35 a 45
2,CitiGold 2,Debito,Mar,2016,35 a 45
2,CitiGold 2,Debito,Mar,2016,35 a 45
1,CitiGold 2,Debito,Mar,2016,45 a 55
1,CitiGold 2,Debito,Mar,2016,45 a 55
1,CitiGold 2,Debito,Mar,2016,45 a 55
1,CitiGold 2,Debito,Mar,2016,45 a 55
4,CitiGold 2,Debito,Mar,2016,45 a 55
1,CitiGold 2,Debito,Mar,2016,45 a 55
1,CitiGold 2,Debito,Mar,2016,45 a 55
2,CitiGold 2,Debito,Mar,2016,55 a 65
2,CitiGold 2,Debito,Mar,2016,55 a 65
1,CitiGold 2,Debito,Mar,2016,55 a 65
4,CitiGold 2,Debito,Mar,2016,55 a 65
2,CitiGold 2,Debito,Mar,2016,55 a 65
1,CitiGold 2,Debito,Mar,2016,55 a 65
2,CitiGold 2,Debito,Mar,2016,65 +
3,CitiGold 2,Debito,Mar,2016,65 +
1,CitiGold 2,Debito,Mar,2016,65 +
1,CitiGold 2,Debito,Mar,2016,65 +
1,CitiGold 2,Debito,Mar,2016,65 +
1,CitiGold 2,Debito,Mar,2016,65 +
1,CitiGold 2,Debito,Mar,2016,65 +
2,CitiGold 2,Debito,Mar,2017,25 a 30
2,CitiGold 2,Debito,Mar,2017,25 a 30
1,CitiGold 2,Debito,Mar,2017,25 a 30
2,CitiGold 2,Debito,Mar,2017,25 a 30
1,CitiGold 2,Debito,Mar,2017,35 a 45
1,CitiGold 2,Debito,Mar,2017,35 a 45
1,CitiGold 2,Debito,Mar,2017,35 a 45
1,CitiGold 2,Debito,Mar,2017,35 a 45
1,CitiGold 2,Debito,Mar,2017,35 a 45
1,CitiGold 2,Debito,Mar,2017,45 a 55
2,CitiGold 2,Debito,Mar,2017,45 a 55
1,CitiGold 2,Debito,Mar,2017,45 a 55
3,CitiGold 2,Debito,Mar,2017,45 a 55
2,CitiGold 2,Debito,Mar,2017,45 a 55
1,CitiGold 2,Debito,Mar,2017,45 a 55
2,CitiGold 2,Debito,Mar,2017,45 a 55
1,CitiGold 2,Debito,Mar,2017,55 a 65
1,CitiGold 2,Debito,Mar,2017,55 a 65
1,CitiGold 2,Debito,Mar,2017,55 a 65
4,CitiGold 2,Debito,Mar,2017,55 a 65
2,CitiGold 2,Debito,Mar,2017,55 a 65
2,CitiGold 2,Debito,Mar,2017,55 a 65
1,CitiGold 2,Debito,Mar,2017,65 +
2,CitiGold 2,Debito,Mar,2017,65 +
2,CitiGold 2,Debito,Mar,2017,65 +
3,CitiGold 2,Debito,Mar,2017,65 +
2,CitiGold 2,Debito,Mar,2017,65 +
2,CitiGold 2,Debito,Mar,2017,65 +
2,CitiGold 2,Debito,Mar,2017,65 +
1,CitiGold 2,Debito,Mar,2017,65 +
1,CitiGold 2,Debito,Mar,2017,65 +
3,CitiGold 2,Debito,Mar,2017,65 +
1,CitiGold 2,Debito,Mar,2017,65 +
2,CitiGold 2,Debito,Apr,2016,Sin Info
1,CitiGold 2,Debito,Apr,2016,18 a 25
1,CitiGold 2,Debito,Apr,2016,25 a 30
2,CitiGold 2,Debito,Apr,2016,25 a 30
1,CitiGold 2,Debito,Apr,2016,25 a 30
2,CitiGold 2,Debito,Apr,2016,25 a 30
2,CitiGold 2,Debito,Apr,2016,25 a 30
2,CitiGold 2,Debito,Apr,2016,35 a 45
1,CitiGold 2,Debito,Apr,2016,35 a 45
1,CitiGold 2,Debito,Apr,2016,35 a 45
1,CitiGold 2,Debito,Apr,2016,35 a 45
2,CitiGold 2,Debito,Apr,2016,35 a 45
1,CitiGold 2,Debito,Apr,2016,35 a 45
2,CitiGold 2,Debito,Apr,2016,45 a 55
2,CitiGold 2,Debito,Apr,2016,45 a 55
1,CitiGold 2,Debito,Apr,2016,45 a 55
3,CitiGold 2,Debito,Apr,2016,45 a 55
1,CitiGold 2,Debito,Apr,2016,45 a 55
1,CitiGold 2,Debito,Apr,2016,45 a 55
5,CitiGold 2,Debito,Apr,2016,45 a 55
2,CitiGold 2,Debito,Apr,2016,45 a 55
2,CitiGold 2,Debito,Apr,2016,55 a 65
1,CitiGold 2,Debito,Apr,2016,55 a 65
1,CitiGold 2,Debito,Apr,2016,55 a 65
2,CitiGold 2,Debito,Apr,2016,55 a 65
4,CitiGold 2,Debito,Apr,2016,55 a 65
1,CitiGold 2,Debito,Apr,2016,55 a 65
2,CitiGold 2,Debito,Apr,2016,55 a 65
3,CitiGold 2,Debito,Apr,2016,55 a 65
2,CitiGold 2,Debito,Apr,2016,55 a 65
2,CitiGold 2,Debito,Apr,2016,65 +
1,CitiGold 2,Debito,Apr,2016,65 +
1,CitiGold 2,Debito,Apr,2016,65 +
2,CitiGold 2,Debito,Apr,2016,65 +
2,CitiGold 2,Debito,Apr,2016,65 +
1,CitiGold 2,Debito,Apr,2016,65 +
3,CitiGold 2,Debito,Apr,2016,65 +
1,CitiGold 2,Debito,Apr,2016,65 +
1,CitiGold 2,Debito,Apr,2016,65 +
1,CitiGold 2,Debito,Apr,2016,65 +
1,CitiGold 2,Debito,Apr,2016,65 +
1,CitiGold 2,Debito,Apr,2017,18 a 25
2,CitiGold 2,Debito,Apr,2017,25 a 30
1,CitiGold 2,Debito,Apr,2017,35 a 45
1,CitiGold 2,Debito,Apr,2017,35 a 45
1,CitiGold 2,Debito,Apr,2017,35 a 45
1,CitiGold 2,Debito,Apr,2017,35 a 45
1,CitiGold 2,Debito,Apr,2017,35 a 45
2,CitiGold 2,Debito,Apr,2017,45 a 55
1,CitiGold 2,Debito,Apr,2017,45 a 55
1,CitiGold 2,Debito,Apr,2017,45 a 55
3,CitiGold 2,Debito,Apr,2017,45 a 55
2,CitiGold 2,Debito,Apr,2017,45 a 55
3,CitiGold 2,Debito,Apr,2017,45 a 55
2,CitiGold 2,Debito,Apr,2017,45 a 55
1,CitiGold 2,Debito,Apr,2017,55 a 65
2,CitiGold 2,Debito,Apr,2017,55 a 65
2,CitiGold 2,Debito,Apr,2017,55 a 65
2,CitiGold 2,Debito,Apr,2017,55 a 65
2,CitiGold 2,Debito,Apr,2017,55 a 65
2,CitiGold 2,Debito,Apr,2017,55 a 65
1,CitiGold 2,Debito,Apr,2017,65 +
1,CitiGold 2,Debito,Apr,2017,65 +
1,CitiGold 2,Debito,Apr,2017,65 +
1,CitiGold 2,Debito,Apr,2017,65 +
1,CitiGold 2,Debito,Apr,2017,65 +
1,CitiGold 2,Debito,Apr,2017,65 +
5,CitiGold 2,Debito,May,2016,Sin Info
2,CitiGold 2,Debito,May,2016,25 a 30
2,CitiGold 2,Debito,May,2016,25 a 30
1,CitiGold 2,Debito,May,2016,25 a 30
1,CitiGold 2,Debito,May,2016,35 a 45
2,CitiGold 2,Debito,May,2016,35 a 45
2,CitiGold 2,Debito,May,2016,35 a 45
2,CitiGold 2,Debito,May,2016,35 a 45
1,CitiGold 2,Debito,May,2016,35 a 45
1,CitiGold 2,Debito,May,2016,35 a 45
1,CitiGold 2,Debito,May,2016,35 a 45
1,CitiGold 2,Debito,May,2016,45 a 55
2,CitiGold 2,Debito,May,2016,45 a 55
2,CitiGold 2,Debito,May,2016,45 a 55
1,CitiGold 2,Debito,May,2016,45 a 55
2,CitiGold 2,Debito,May,2016,45 a 55
2,CitiGold 2,Debito,May,2016,45 a 55
1,CitiGold 2,Debito,May,2016,45 a 55
1,CitiGold 2,Debito,May,2016,45 a 55
1,CitiGold 2,Debito,May,2016,45 a 55
2,CitiGold 2,Debito,May,2016,55 a 65
2,CitiGold 2,Debito,May,2016,55 a 65
3,CitiGold 2,Debito,May,2016,55 a 65
1,CitiGold 2,Debito,May,2016,55 a 65
1,CitiGold 2,Debito,May,2016,55 a 65
2,CitiGold 2,Debito,May,2016,55 a 65
1,CitiGold 2,Debito,May,2016,55 a 65
1,CitiGold 2,Debito,May,2016,55 a 65
1,CitiGold 2,Debito,May,2016,65 +
2,CitiGold 2,Debito,May,2016,65 +
3,CitiGold 2,Debito,May,2016,65 +
2,CitiGold 2,Debito,May,2016,65 +
1,CitiGold 2,Debito,May,2016,65 +
2,CitiGold 2,Debito,May,2016,65 +
1,CitiGold 2,Debito,May,2016,65 +
1,CitiGold 2,Debito,May,2016,65 +
1,CitiGold 2,Debito,May,2016,65 +
1,CitiGold 2,Debito,May,2016,65 +
1,CitiGold 2,Debito,May,2017,18 a 25
1,CitiGold 2,Debito,May,2017,25 a 30
1,CitiGold 2,Debito,May,2017,25 a 30
1,CitiGold 2,Debito,May,2017,35 a 45
1,CitiGold 2,Debito,May,2017,35 a 45
1,CitiGold 2,Debito,May,2017,35 a 45
1,CitiGold 2,Debito,May,2017,35 a 45
1,CitiGold 2,Debito,May,2017,45 a 55
1,CitiGold 2,Debito,May,2017,45 a 55
1,CitiGold 2,Debito,May,2017,45 a 55
1,CitiGold 2,Debito,May,2017,45 a 55
4,CitiGold 2,Debito,May,2017,45 a 55
1,CitiGold 2,Debito,May,2017,45 a 55
2,CitiGold 2,Debito,May,2017,55 a 65
2,CitiGold 2,Debito,May,2017,55 a 65
2,CitiGold 2,Debito,May,2017,55 a 65
1,CitiGold 2,Debito,May,2017,55 a 65
3,CitiGold 2,Debito,May,2017,55 a 65
1,CitiGold 2,Debito,May,2017,55 a 65
3,CitiGold 2,Debito,May,2017,55 a 65
1,CitiGold 2,Debito,May,2017,65 +
1,CitiGold 2,Debito,May,2017,65 +
1,CitiGold 2,Debito,May,2017,65 +
2,CitiGold 2,Debito,May,2017,65 +
2,CitiGold 2,Debito,May,2017,65 +
1,CitiGold 2,Debito,May,2017,65 +
1,CitiGold 2,Debito,May,2017,65 +
1,CitiGold 2,Debito,May,2017,65 +
2,CitiGold 2,Debito,May,2017,65 +
5,CitiGold 2,Debito,Jun,2016,Sin Info
1,CitiGold 2,Debito,Jun,2016,18 a 25
3,CitiGold 2,Debito,Jun,2016,25 a 30
1,CitiGold 2,Debito,Jun,2016,25 a 30
2,CitiGold 2,Debito,Jun,2016,25 a 30
1,CitiGold 2,Debito,Jun,2016,25 a 30
1,CitiGold 2,Debito,Jun,2016,35 a 45
2,CitiGold 2,Debito,Jun,2016,35 a 45
1,CitiGold 2,Debito,Jun,2016,35 a 45
1,CitiGold 2,Debito,Jun,2016,35 a 45
1,CitiGold 2,Debito,Jun,2016,35 a 45
1,CitiGold 2,Debito,Jun,2016,45 a 55
1,CitiGold 2,Debito,Jun,2016,45 a 55
3,CitiGold 2,Debito,Jun,2016,45 a 55
2,CitiGold 2,Debito,Jun,2016,45 a 55
1,CitiGold 2,Debito,Jun,2016,45 a 55
1,CitiGold 2,Debito,Jun,2016,45 a 55
2,CitiGold 2,Debito,Jun,2016,55 a 65
2,CitiGold 2,Debito,Jun,2016,55 a 65
3,CitiGold 2,Debito,Jun,2016,55 a 65
1,CitiGold 2,Debito,Jun,2016,55 a 65
1,CitiGold 2,Debito,Jun,2016,55 a 65
1,CitiGold 2,Debito,Jun,2016,55 a 65
1,CitiGold 2,Debito,Jun,2016,55 a 65
1,CitiGold 2,Debito,Jun,2016,55 a 65
4,CitiGold 2,Debito,Jun,2016,55 a 65
1,CitiGold 2,Debito,Jun,2016,65 +
2,CitiGold 2,Debito,Jun,2016,65 +
1,CitiGold 2,Debito,Jun,2016,65 +
2,CitiGold 2,Debito,Jun,2016,65 +
1,CitiGold 2,Debito,Jun,2016,65 +
4,CitiGold 2,Debito,Jun,2016,65 +
2,CitiGold 2,Debito,Jun,2016,65 +
1,CitiGold 2,Debito,Jun,2016,65 +
1,CitiGold 2,Debito,Jun,2016,65 +
1,CitiGold 2,Debito,Jun,2016,65 +
1,CitiGold 2,Debito,Jun,2016,65 +
1,CitiGold 2,Debito,Jun,2016,65 +
1,CitiGold 2,Debito,Jun,2017,25 a 30
1,CitiGold 2,Debito,Jun,2017,25 a 30
1,CitiGold 2,Debito,Jun,2017,25 a 30
1,CitiGold 2,Debito,Jun,2017,25 a 30
1,CitiGold 2,Debito,Jun,2017,35 a 45
1,CitiGold 2,Debito,Jun,2017,35 a 45
2,CitiGold 2,Debito,Jun,2017,35 a 45
2,CitiGold 2,Debito,Jun,2017,45 a 55
2,CitiGold 2,Debito,Jun,2017,45 a 55
2,CitiGold 2,Debito,Jun,2017,45 a 55
2,CitiGold 2,Debito,Jun,2017,45 a 55
2,CitiGold 2,Debito,Jun,2017,45 a 55
1,CitiGold 2,Debito,Jun,2017,45 a 55
1,CitiGold 2,Debito,Jun,2017,55 a 65
4,CitiGold 2,Debito,Jun,2017,55 a 65
3,CitiGold 2,Debito,Jun,2017,55 a 65
2,CitiGold 2,Debito,Jun,2017,55 a 65
1,CitiGold 2,Debito,Jun,2017,55 a 65
2,CitiGold 2,Debito,Jun,2017,55 a 65
2,CitiGold 2,Debito,Jun,2017,55 a 65
2,CitiGold 2,Debito,Jun,2017,55 a 65
1,CitiGold 2,Debito,Jun,2017,55 a 65
1,CitiGold 2,Debito,Jun,2017,65 +
1,CitiGold 2,Debito,Jun,2017,65 +
2,CitiGold 2,Debito,Jun,2017,65 +
1,CitiGold 2,Debito,Jun,2017,65 +
1,CitiGold 2,Debito,Jun,2017,65 +
2,CitiGold 2,Debito,Jun,2017,65 +
4,CitiGold 2,Debito,Jun,2017,65 +
1,CitiGold 2,Debito,Jun,2017,65 +
1,CitiGold 2,Debito,Jun,2017,65 +
2,CitiGold 2,Debito,Jun,2017,65 +
1,CitiGold 2,Debito,Jun,2017,65 +
1,CitiGold 2,Debito,Jun,2017,65 +
1,CitiGold 2,Debito,Jun,2017,65 +
1,CitiGold 2,Debito,Jun,2017,65 +
1,CitiGold 2,Debito,Jun,2017,65 +
2,CitiGold 2,Debito,Jul,2016,Sin Info
2,CitiGold 2,Debito,Jul,2016,25 a 30
2,CitiGold 2,Debito,Jul,2016,25 a 30
1,CitiGold 2,Debito,Jul,2016,25 a 30
1,CitiGold 2,Debito,Jul,2016,25 a 30
1,CitiGold 2,Debito,Jul,2016,25 a 30
1,CitiGold 2,Debito,Jul,2016,25 a 30
1,CitiGold 2,Debito,Jul,2016,25 a 30
1,CitiGold 2,Debito,Jul,2016,35 a 45
1,CitiGold 2,Debito,Jul,2016,35 a 45
1,CitiGold 2,Debito,Jul,2016,35 a 45
2,CitiGold 2,Debito,Jul,2016,35 a 45
1,CitiGold 2,Debito,Jul,2016,35 a 45
2,CitiGold 2,Debito,Jul,2016,35 a 45
3,CitiGold 2,Debito,Jul,2016,45 a 55
2,CitiGold 2,Debito,Jul,2016,45 a 55
2,CitiGold 2,Debito,Jul,2016,45 a 55
1,CitiGold 2,Debito,Jul,2016,45 a 55
3,CitiGold 2,Debito,Jul,2016,45 a 55
1,CitiGold 2,Debito,Jul,2016,45 a 55
3,CitiGold 2,Debito,Jul,2016,45 a 55
3,CitiGold 2,Debito,Jul,2016,55 a 65
3,CitiGold 2,Debito,Jul,2016,55 a 65
3,CitiGold 2,Debito,Jul,2016,55 a 65
2,CitiGold 2,Debito,Jul,2016,55 a 65
1,CitiGold 2,Debito,Jul,2016,55 a 65
2,CitiGold 2,Debito,Jul,2016,55 a 65
2,CitiGold 2,Debito,Jul,2016,55 a 65
2,CitiGold 2,Debito,Jul,2016,65 +
2,CitiGold 2,Debito,Jul,2016,65 +
1,CitiGold 2,Debito,Jul,2016,65 +
2,CitiGold 2,Debito,Jul,2016,65 +
1,CitiGold 2,Debito,Jul,2016,65 +
1,CitiGold 2,Debito,Jul,2016,65 +
1,CitiGold 2,Debito,Jul,2016,65 +
4,CitiGold 2,Debito,Jul,2016,65 +
1,CitiGold 2,Debito,Jul,2016,65 +
1,CitiGold 2,Debito,Jul,2016,65 +
1,CitiGold 2,Debito,Jul,2016,65 +
1,CitiGold 2,Debito,Jul,2016,65 +
1,CitiGold 2,Debito,Jul,2016,65 +
1,CitiGold 2,Debito,Jul,2017,Sin Info
1,CitiGold 2,Debito,Jul,2017,18 a 25
1,CitiGold 2,Debito,Jul,2017,18 a 25
1,CitiGold 2,Debito,Jul,2017,25 a 30
1,CitiGold 2,Debito,Jul,2017,25 a 30
1,CitiGold 2,Debito,Jul,2017,25 a 30
1,CitiGold 2,Debito,Jul,2017,25 a 30
1,CitiGold 2,Debito,Jul,2017,35 a 45
3,CitiGold 2,Debito,Jul,2017,35 a 45
1,CitiGold 2,Debito,Jul,2017,35 a 45
2,CitiGold 2,Debito,Jul,2017,35 a 45
1,CitiGold 2,Debito,Jul,2017,35 a 45
2,CitiGold 2,Debito,Jul,2017,45 a 55
1,CitiGold 2,Debito,Jul,2017,45 a 55
1,CitiGold 2,Debito,Jul,2017,45 a 55
2,CitiGold 2,Debito,Jul,2017,45 a 55
1,CitiGold 2,Debito,Jul,2017,45 a 55
1,CitiGold 2,Debito,Jul,2017,45 a 55
2,CitiGold 2,Debito,Jul,2017,45 a 55
2,CitiGold 2,Debito,Jul,2017,55 a 65
1,CitiGold 2,Debito,Jul,2017,55 a 65
1,CitiGold 2,Debito,Jul,2017,55 a 65
3,CitiGold 2,Debito,Jul,2017,55 a 65
1,CitiGold 2,Debito,Jul,2017,55 a 65
4,CitiGold 2,Debito,Jul,2017,55 a 65
1,CitiGold 2,Debito,Jul,2017,65 +
1,CitiGold 2,Debito,Jul,2017,65 +
2,CitiGold 2,Debito,Jul,2017,65 +
2,CitiGold 2,Debito,Jul,2017,65 +
1,CitiGold 2,Debito,Jul,2017,65 +
2,CitiGold 2,Debito,Jul,2017,65 +
2,CitiGold 2,Debito,Jul,2017,65 +
3,CitiGold 2,Debito,Jul,2017,65 +
1,CitiGold 2,Debito,Jul,2017,65 +
1,CitiGold 2,Debito,Jul,2017,65 +
1,CitiGold 2,Debito,Jul,2017,65 +
1,CitiGold 2,Debito,Jul,2017,65 +
1,CitiGold 2,Debito,Jul,2017,65 +
1,CitiGold 2,Debito,Aug,2016,Sin Info
3,CitiGold 2,Debito,Aug,2016,25 a 30
2,CitiGold 2,Debito,Aug,2016,25 a 30
1,CitiGold 2,Debito,Aug,2016,25 a 30
1,CitiGold 2,Debito,Aug,2016,25 a 30
2,CitiGold 2,Debito,Aug,2016,35 a 45
